SystematicID,Gene,Product,S.cerevisiae_ortholog,Human_ortholog,RG_CLS,Validated/Group,ValidationCLS
SPBC21C3.18,spo4,serine/threonine protein kinase Spo4,CDC7,CDC7,NA,no,
SPBC21C3.19,rtc3,SBDS family protein Rtc3 (predicted),RTC3,SBDS,NA,no,
SPBC21C3.20c,git1,C2 domain protein Git1,,,both,no,
SPBC21D10.07,cmc1,copper-binding protein of the mitochondrial intermembrane space Cmc1 (predicted),"CMC2,CMC1","CMC2,CMC1",NA,no,
SPBC21D10.08c,,conserved fungal protein,,,NA,no,
SPBC21D10.09c,rkr1,RQC complex ubiquitin-protein ligase E3 Rkr1 (predicted),RKR1,LTN1,NA,no,
SPBC21D10.10,bdc1,bromodomain protein Bdc1,,BRD8,short,no,
SPBC21D10.11c,nfs1,mitochondrial [2Fe-2S] cluster asssembly and tRNA modification cysteine desulfurase Nfs1,NFS1,NFS1,long,no,
SPBC21H7.03c,,multiple inositol polyphosphate phosphatase (predicted),"PHO11,PHO3,PHO5,DIA3,PHO12",MINPP1,NA,no,
SPBC21H7.04,dbp7,ATP-dependent RNA helicase Dbp7 (predicted),DBP7,DDX31,short,yes:Bar_seqShort,short
SPBC21H7.06c,opi10,hikeshi family nuclear import carrier Opi10,OPI10,HIKESHI,NA,no,
SPBC21H7.07c,his5,imidazoleglycerol-phosphate dehydratase His5,HIS3,,short,no,
SPBC23E6.01c,cxr1,splicing factor Cxr1,NAM8,TRNAU1AP,NA,no,
SPBC23E6.02,rrp2,ATP-dependent DNA helicase/ ubiquitin-protein ligase E3 (predicted),ULS1,HLTF,NA,no,
SPBC23E6.03c,nta1,protein N-terminal amidase Nta1 (predicted),NTA1,,NA,no,
SPBC23E6.05,arx1,"ribosomal export complex protein Arx1, peptidase family (predicted)",ARX1,PA2G4,NA,no,
SPBC23E6.08,sat1,Golgi membrane exchange factor subunit Sat1 (predicted),RGP1,RGP1,NA,no,
SPBC23E6.09,ssn6,transcriptional corepressor Ssn6,CYC8,"KDM6A,UTY,KDM6B",short,no,
SPBC23E6.10c,mri1,methylthioribose-1-phosphate isomerase Mri1 (predicted),MRI1,MRI1,NA,no,
SPBC23G7.04c,nif1,"protein kinase inhibitor, SEL1 repeat protein Nif1",DSF2,,long,no,
SPBC23G7.06c,nvj2,nucleus-vacuole junction protein Nvj2,NVJ2,TEX2,NA,yes:Observational.L10,short
SPBC23G7.07c,cms1,U3-containing 90S preribosome complex subunit Cms1 (predicted),CMS1,CMSS1,NA,no,
SPBC23G7.08c,rga7,"RhoGAP, GTPase activating protein Rga7",RGD1,"CHN1,CHN2",short,no,
SPBC23G7.10c,,"NADH-dependent flavin oxidoreductase, implicated in cellular detoxification from family members (predicted)",,,NA,no,
SPBC23G7.11,mag2,DNA-3-methyladenine glycosidase Mag2,MAG1,,NA,no,
SPBC23G7.12c,rpt6,19S proteasome base subcomplex ATPase subunit Rpt6,RPT6,PSMC5,NA,no,
SPBC23G7.13c,,plasma membrane urea transmembrane transporter (predicted),DUR3,,short,yes:Observational.L10,short
SPBC23G7.14,,Schizosaccharomyces specific protein,,,NA,no,
SPBC23G7.15c,rpp202,60S acidic ribosomal protein A4,"RPP2B,RPP2A",RPLP2,NA,no,
SPBC23G7.16,ctr6,vacuolar copper exporter Ctr6,CTR2,"SLC31A1,SLC31A2",NA,no,
SPBC24C6.04,put2,delta-1-pyrroline-5-carboxylate dehydrogenase Put2 (predicted),PUT2,ALDH4A1,NA,no,
SPBC24C6.05,sec28,coatomer epsilon subunit (predicted),SEC28,COPE,short,no,
SPBC24C6.06,gpa1,G-protein alpha subunit,GPA1,"GNA14,GNAO1",NA,no,
SPBC24C6.09c,,phosphoketolase family protein (predicted),,,NA,no,
SPBC24C6.10c,dip1,"WISH/DIP/SPIN90 ortholog, endocytosis protein Dip1",LDB17,NCKIPSD,long,no,
SPBC24C6.11,cwf14,G10 protein,BUD31,BUD31,NA,no,
SPBC25B2.01,hbs1,Dom34-Hbs1 translation release factor complex subunit Hbs1 (predicted),HBS1,HBS1L,NA,no,
SPBC25B2.02c,mam1,M-factor transmembrane transporter Mam1,STE6,,NA,no,
SPBC25B2.03,,zf-C3HC4 type zinc finger,SIP5,,NA,no,
SPBC25B2.04c,mtg1,mitochondrial translation factor (GTPase) Mtg1 (predicted),MTG1,MTG1,long,no,
SPBC25B2.06c,btb2,BTB/POZ domain protein Btb2,,"GMCL2,GMCL1",NA,no,
SPBC25B2.07c,mmb1,mitochondrial microtubule binder Mmb1,,,NA,no,
SPBC25B2.08,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPBC25B2.10,,Usp (universal stress protein) family protein,,,NA,no,
SPBC25D12.02c,dnt1,nucleolar protein Dnt1,"NET1,TOF2",,short,no,
SPBC25D12.05,trm1,tRNA (guanine-N2-)-methyltransferase Trm1,TRM1,TRMT1,NA,no,
SPBC25D12.06,,mitochondrial ATP-dependent RNA helicase (predicted),MRH4,,NA,no,
SPBC25H2.03,vac14,"PAS complex subunit, involved in phosphoinositide metabolism Vac14 (predicted)",VAC14,VAC14,NA,no,
SPBC25H2.05,egd2,nascent polypeptide-associated complex alpha subunit Egd2,EGD2,NACA,NA,no,
SPBC25H2.08c,mrs2,mitochondrial inner membrane magnesium ion transmembrane transporter Mrs2 (predicted),"MRS2,MFM1",,NA,no,
SPBC25H2.09,mic19,MICOS complex subunit Mic19/25,MIC19,"CHCHD3,CHCHD6",NA,no,
SPBC25H2.10c,tan1,tRNA acetyltransferase Tan1 (predicted),TAN1,THUMPD1,short,no,
SPBC25H2.14,mug16,"UNC-50 family protein, implicated in vesicle-mediated transport",GMH1,UNC50,NA,no,
SPBC25H2.15,trs401,SSU-rRNA maturation protein Tsr4 homolog 1 Tsr401 (predicted),TSR4,PDCD2,NA,no,
SPBC25H2.16c,gga22,Golgi localized Arf binding gamma-adaptin ortholog Gga22,"GGA1,GGA2","TOM1,TOM1L1,TOM1L2",NA,no,
SPBC26H8.01,thi2,thiazole biosynthetic enzyme,THI4,,long,no,
SPBC26H8.03,cho2,phosphatidylethanolamine N-methyltransferase Cho2,CHO2,,NA,no,
SPBC26H8.05c,ppe2,"serine/threonine protein phosphatase, PP4 complex subunit Ppe2",PPH3,PPP4C,short,no,
SPBC26H8.08c,grn1,GTPase Grn1,NUG1,"GNL3L,GNL3",NA,no,
SPBC26H8.09c,snf59,SWI/SNF complex subunit Snf59,SWP82,,NA,no,
SPBC26H8.11c,,acyl-coenzyme A thioesterase,MRX3,"THEM4,THEM5",NA,no,
SPBC26H8.12,cyc3,cytochrome c heme lyase Cyc3 (predicted),CYC3,HCCS,NA,no,
SPBC26H8.14c,cox17,mitochondrial copper chaperone for cytochrome c oxidase Cox17 (predicted),COX17,COX17,NA,no,
SPBC27.02c,ask1,DASH complex subunit Ask1,ASK1,,NA,no,
SPBC27.03,meu25,Schizosaccharomyces specific protein Meu25,,,NA,no,
SPBC27.04,uds1,septation protein Uds1,,,NA,no,
SPBC27.06c,mgr2,TIM23 translocase complex subunit Mgr2 (predicted),MGR2,ROMO1,NA,no,
SPBC27.08c,sua1,sulfate adenylyltransferase,MET3,"PAPSS1,PAPSS2",NA,no,
SPBC27B12.03c,erg32,C-5 sterol desaturase Erg32,ERG3,SC5D,NA,no,
SPBC27B12.05,,WD repeat protein involved in transcriptional regulation (predicted),CRT10,,NA,no,
SPBC27B12.07,,mitochondrial calcium uniporter regulator,YLR283W,"MCUR1,CCDC90B",NA,no,
SPBC27B12.08,sip1,"Pof6 interacting protein Sip1, predicted AP-1 accessory protein",LAA1,"HEATR5A,HEATR5B",short,no,
SPBC27B12.09c,flx1,"mitochondrial carrier, FAD Flx1 (predicted)",FLX1,SLC25A32,NA,no,
SPBC27B12.10c,tom7,mitochondrial TOM complex subunit Tom7 (predicted),TOM7,TOMM22,both,no,
SPBC27B12.11c,pho7,transcription factor Pho7,,,NA,no,
SPBC27B12.14,cbp4,mitochondrial respiratory complex assembly protein Cbp4 (predicted),CBP4,UQCC3,NA,no,
SPBC28E12.02,,RNA-binding protein,YLL032C,,NA,no,
SPBC28E12.03,rga4,"RhoGAP, GTPase activating protein Rga4","RGA2,RGA1","CHN1,CHN2",short,no,
SPBC28E12.06c,lvs1,beige protein homolog Lvs1,BPH1,"WDFY3,WDFY4",NA,no,
SPBC28F2.02,mep33,translation machinery associated protein Mep33,TMA46,ZC3H15,long,no,
SPBC28F2.03,ppi1,cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp2,CPR1,"PPIA,PPIF",NA,no,
SPBC28F2.05c,,xylose and arabinose reductase (predicted),YJR096W,,NA,no,
SPBC28F2.08c,hrd3,Hrd1 ubiquitin ligase complex subunit (predicted),HRD3,"SEL1L,SEL1L2,SEL1L3",NA,no,
SPBC28F2.10c,ngg1,SAGA complex subunit Ngg1/Ada3,NGG1,TADA3,short,no,
SPBC28F2.11,hmo1,HMG box protein Hmo1,HMO1,UBTF,NA,no,
SPBC29A10.01,ccr1,NADPH-cytochrome p450 reductase,NCP1,POR,short,no,
SPBC29A10.02,spo5,meiotic RNA-binding protein 1,,"RBMS3,RBMS1,RBMS2",NA,no,
SPBC29A10.03c,pcf1,CAF assembly factor (CAF-1) complex large subunit Pcf1,RLF2,CHAF1A,NA,no,
SPBC29A10.06c,ely5,nuclear pore protein Ely5,,AHCTF1,NA,no,
SPBC29A10.07,pom152,nucleoporin Pom152,POM152,,short,no,
SPBC29A10.08,gas2,"cell wall 1,3-beta-glucanosyltransferase Gas2",GAS2,,NA,no,
SPBC29A10.09c,tri1,"triman, ribonuclease involved in priRNA formation Tri1",,PARN,NA,no,
SPBC29A10.10c,dbl8,ATP-dependent RNA helicase Dbl8,SEN1,SETX,NA,no,
SPBC29A10.11c,vps902,"guanyl-nucleotide exchange factor, CUE domain absent Vps902",VPS9,RABGEF1,NA,no,
SPBC29A10.12,oxs1,oxidative stress transcription coactivator Oxs1,,CCDC124,NA,no,
SPBC29A10.13,atp7,F1-FO ATP synthase subunit D (predicted),ATP7,ATP5PD,short,no,
SPBC29A10.14,rec8,meiotic cohesin complex subunit Rec8,REC8,REC8,NA,no,
SPBC29A10.16c,,cytochrome b5 (predicted),CYB5,"CYB5B,CYB5A",long,no,
SPBC29A3.01,ccc2,Golgi copper transporting ATPase Ccc2 (predicted),CCC2,"ATP7A,ATP7B",short,yes:Observational.L12,short
SPBC29A3.02c,his7,phosphoribosyl-AMP cyclohydrolase/phosphoribosyl- ATP pyrophosphohydrolase His7,HIS4,,NA,no,
SPBC29A3.03c,gid2,GID complex ubiquitin-protein ligase E3 subunit Gid2/Rmd5 (predicted),RMD5,"RMND5A,RMND5B",short,no,
SPBC29A3.05,vps71,Swr1 complex subunit Vps71,VPS71,ZNHIT1,long,no,
SPBC29A3.07c,sap14,U2 snRNP-associated protein SF3B14 Sap14,,SF3B2,NA,no,
SPBC29A3.08,pof4,"elongin-A, F-box protein Pof4 (predicted)",ELA1,"ELOA,ELOA2",short,no,
SPBC29A3.09c,gcn20,AAA family ATPase Gcn20 (predicted),GCN20,ABCF3,NA,no,
SPBC29A3.10c,atp14,F1-FO ATP synthase subunit H (predicted),ATP14,ATP5PF,NA,no,
SPBC29A3.11c,ort1,"mitochondrial carrier, ornithine Ort1 (predicted)","CRC1,ORT1","SLC25A47,SLC25A29,SLC25A45",NA,no,
SPBC29A3.12,rps902,40S ribosomal protein S9 (predicted),"RPS9B,RPS9A",RPS9,NA,no,
SPBC29A3.13,pdp1,PWWP domain protein Pdp1,PDP3,,NA,no,
SPBC29A3.14c,trt1,telomerase reverse transcriptase 1 protein Trt1,EST2,TERT,NA,no,
SPBC29A3.17,gef3,Cdc42/Rho3/Rho4 RhoGEF Gef3,,DNMBP,NA,no,
SPBC29A3.21,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPBC29B5.02c,isp4,plasma membrane OPT oligopeptide transmembrane transporter family Isp4,"OPT1,OPT2",,NA,no,
SPBC29B5.03c,rpl26,60S ribosomal protein L26 (predicted),"RPL26B,RPL26A","RPL26,RPL26L1",long,no,
SPBC29B5.04c,,phosphatidate phosphatase converting phosphatidate to diacylglycerol (predicted),APP1,,NA,no,
SPBC2A9.02,,NADH-dependent glycolaldehyde/furfural/butyraldehyde/propylaldehydealdehyde reductase (predicted),YLL056C,,NA,no,
SPBC2A9.03,,WD40/YVTN repeat-like protein,,,NA,no,
SPBC2A9.04c,san1,"sir antagonist, ubiquitin-protein ligase E3",SAN1,"RNF24,RNF122,RNF181",NA,no,
SPBC2A9.05c,tvp23,Golgi transport protein Tvp23 (predicted),TVP23,"TVP23B,TVP23C",NA,no,
SPBC2A9.06c,nus1,"di-trans,poly-cis-decaprenylcistransferase Nus1",NUS1,NUS1,short,no,
SPBC2A9.07c,hpz1,"zf-PARP type zinc finger protein, G1-S transition regulator Hpz1",,,NA,no,
SPBC2A9.11c,iss9,"SAC3/GANP/THP3 family protein, human LENG8 ortholog",THP3,LENG8,NA,no,
SPBC2A9.13,,dubious,,,NA,no,
SPBC2D10.03c,ess1,"DUF866 family protein, human C1orf123 ortholog",YCR090C,CZIB,NA,no,
SPBC2D10.04,aly2,arrestin Aly1 related Aly2,"ALY2,ALY1",,NA,no,
SPBC2D10.05,exg3,"cell wall glucan 1,3-beta-glucosidase Exg3",YBR056W,,NA,no,
SPBC2D10.06,rep1,MBF transcription factor activator Rep1,,,NA,no,
SPBC2D10.07c,mmp1,mitochondrial inner membrane peptidase complex catalytic subunit (predicted),IMP1,IMMP1L,NA,no,
SPBC2D10.09,snr1,3-hydroxyisobutyryl-CoA hydrolase snr1,EHD3,HIBCH,NA,no,
SPBC2D10.11c,nap2,histone H2A-H2B chaperone Nap2,NAP1,"NAP1L1,NAP1L2,NAP1L4",NA,no,
SPBC2D10.12,rhp23,Rad23 homolog Rhp23,RAD23,"RAD23A,RAD23B",NA,no,
SPBC2D10.13,est1,telomerase regulator Est1,EST1,SMG6,NA,no,
SPBC2D10.14c,myo51,myosin type V,MYO2,"MYO5A,MYO5B,MYO5C",NA,no,
SPBC2D10.15c,pth1,mitochondrial peptidyl-tRNA hydrolase Pth1 (predicted),PTH1,PTRH1,NA,no,
SPBC2D10.16,mhf1,"CENP-S ortholog, FANCM-MHF complex subunit Mhf1",MHF1,CENPS,NA,no,
SPBC2D10.17,clr1,SHREC complex intermodule linker subunit Clr1,,,NA,no,
SPBC2D10.18,abc1,ABC1 kinase family ubiquinone biosynthesis ATPase Abc1/Coq8,COQ8,"COQ8A,COQ8B",NA,no,
SPBC2D10.19c,alb1,pre-60S shuttling factor Alb1 (predicted),ALB1,,NA,no,
SPBC2D10.20,ubc1,ubiquitin conjugating enzyme E2 Ubc1 (predicted),UBC1,UBE2K,NA,no,
SPBC2F12.03c,ebs1,EST1 family nonsense-mediated mRNA decay (NMD) pathway protein Ebs1,EBS1,"SMG7,SMG5",short,no,
SPBC2F12.04,rpl1701,60S ribosomal protein L17,"RPL17B,RPL17A",RPL17,NA,no,
SPBC2F12.05c,osh2,sterol intermembrane transfer protein Osh2 (predicted),"SWH1,OSH2","OSBPL2,OSBPL1A,OSBP,OSBP2",NA,no,
SPBC2F12.09c,atf21,"transcription factor, Atf-CREB family Atf21",,,NA,no,
SPBC2F12.11c,rep2,MBF transcription factor activator Rep2,,,short,no,
SPBC2F12.12c,cay1,"cactin, spliceosome complex subunit",,CACTIN,short,no,
SPBC2F12.13,klp5,kinesin-8 family plus-end directed microtubule motor Klp5,KIP3,"KIF18B,KIF18A",NA,no,
SPBC2F12.15c,pfa3,palmitoyltransferase Pfa3 (predicted),"PFA5,PFA3","ZDHHC2,ZDHHC20",NA,no,
SPBC2G2.01c,liz1,plasma membrane pantothenate transmembrane transporter Liz1,"SEO1,FEN2","SLC17A1,SLC17A2,SLC17A3,SLC17A4,SLC17A5,SLC17A6,SLC17A7,SLC17A8",short,no,
SPBC2G2.02,syj1,"inositol-polyphosphate 5-phosphatase, synaptojanin homolog 1",INP52,"SYNJ1,SYNJ2",short,no,
SPBC2G2.03c,sbh1,translocon beta subunit Sbh1 (predicted),"SBH2,SBH1",SEC61B,short,no,
SPBC2G2.05,rpl1603,60S ribosomal protein L13/L16 (predicted),"RPL16A,RPL16B",RPL13A,NA,no,
SPBC2G2.06c,apl1,AP-2 adaptor complex beta subunit Apl1 (predicted),APL1,"AP1B1,AP2B1",NA,no,
SPBC2G2.07c,mug178,mitochondrial ribosomal protein subunit L51-b (predicted),MRP51,,NA,no,
SPBC2G2.08,ade9,C-1-tetrahydrofolatesynthase/methylenetetrahydrof olatedehydrogenase/methylenetetrahydrofolatecyclohydrolase/ formyltetrahydrofolatesynthetase Ade9,"MIS1,ADE3",MTHFD1,NA,no,
SPBC2G2.09c,crs1,meiosis specific cyclin Crs1,,,NA,no,
SPBC2G2.10c,mug110,Schizosaccharomyces specific protein Mug110,,,NA,no,
SPBC2G2.13c,dcd1,deoxycytidylate deaminase (predicted),DCD1,DCTD,long,no,
SPBC2G2.14,csi1,mitotic centromere-SPB clustering protein Csi1,,,NA,no,
SPBC2G2.15c,mrm2,mitochondrial 2' O-ribose methyltransferase Mrm2 (predicted),MRM2,MRM2,NA,no,
SPBC2G2.17c,,beta-glucosidase Psu2 (predicted),"SIM1,NCA3,UTH1,SUN4",,NA,no,
SPBC2G5.01,,ER protein involved in ER-nucleus signaling (predicted),YNR021W,CCDC47,NA,no,
SPBC2G5.02c,ckb2,CK2 family regulatory subunit Ckb2 (predicted),"CKB1,CKB2",CSNK2B,long,no,
SPBC2G5.03,ctu1,cytosolic thiouridylase subunit Ctu1,NCS6,CTU1,long,no,
SPBC2G5.04c,erv41,COPII-coated vesicle component Erv41 (predicted),ERV41,ERGIC2,NA,no,
SPBC2G5.06c,hmt2,sulfide-quinone oxidoreductase,,SQOR,short,no,
SPBC30B4.01c,wsc1,plasma membrane-associated serine-rich cell wall sensor Wsc1 (predicted),"WSC4,WSC2,WSC3,SLG1",WSCD1,short,no,
SPBC30B4.02c,sqs1,R3H and G-patch domain protein Sqs1 (predicted),SQS1,"SON,AGGF1",NA,no,
SPBC30B4.03c,ldb1,"LIM domain binding protein, transcription co-repressor",MFG1,"LDB1,LDB2",long,no,
SPBC30B4.06c,ips1,mitochondrial GIDA family tRNA uridine 5-carboxymethylaminomethyl modification enzyme Ips1 (predicted),MTO1,MTO1,NA,no,
SPBC30B4.08,eri1,double-strand siRNA ribonuclease Eri1,,ERI1,NA,no,
SPBC30D10.03c,isn1,IMP 5'-nucleotidase Isn1 (predicted),ISN1,,NA,no,
SPBC30D10.04,swi3,replication fork protection complex subunit Swi3,CSM3,TIPIN,NA,no,
SPBC30D10.05c,,sepiapterin reductase (predicted),"YIR035C,IRC24",SPR,NA,no,
SPBC30D10.09c,,"ER membrane organization protein, HVA22/TB2/DP1 family protein",,"REEP2,REEP3,REEP1,REEP4",NA,no,
SPBC30D10.10c,tor1,serine/threonine protein kinase Tor1,"TOR1,TOR2",MTOR,short,no,
SPBC30D10.14,,dienelactone hydrolase family (predicted),AIM2,,NA,no,
SPBC30D10.16,pha2,phrenate dehydratase,PHA2,,short,no,
SPBC30D10.18c,rpl102,60S ribosomal protein L10a,"RPL1B,RPL1A",RPL10A,NA,no,
SPBC317.01,mbx2,MADS-box transcription factor Pvg4,"SMP1,RLM1",,NA,no,
SPBC31A8.01c,rtn1,reticulon Rtn1,"RTN2,RTN1","RTN1,RTN2,RTN3,RTN4",NA,no,
SPBC31E1.01c,atg2,autophagy associated protein Atg2,ATG2,"ATG2B,ATG2A",NA,no,
SPBC31E1.02c,pmr1,"plasma membrane P-type ATPase, calcium transporting Pmr1",PMR1,"ATP2C1,ATP2C2",short,no,
SPBC31F10.02,,acyl-CoA hydrolase (predicted),,ACOT13,NA,no,
SPBC31F10.03,ggg1,glutathione-specific gamma-glutamylcyclotransferase Ggg1 (predicted),GCG1,"CHAC1,CHAC2",NA,no,
SPBC31F10.05,mug37,conserved fungal protein,,,NA,no,
SPBC31F10.07,lsb5,actin cortical patch component Lsb5 (predicted),LSB5,"TOM1,TOM1L1,TOM1L2",NA,no,
SPBC31F10.08,mde2,Mde2 protein,,,NA,no,
SPBC31F10.09c,nut2,mediator complex subunit Med10,NUT2,MED10,NA,no,
SPBC31F10.10c,mub1,"Armadillo-type fold protein, zf-MYND type zinc finger protein, Mub1-Rad6-Ubr2 ubiquitin ligase complex Mub1 (predicted)",MUB1,,NA,no,
SPBC31F10.12,tma20,RNA-binding protein Tma20 (predicted),TMA20,MCTS1,long,no,
SPBC31F10.13c,hip1,"histone H3.3 H4 chaperone, hira family Hip1",HIR1,HIRA,NA,no,
SPBC31F10.14c,hip3,HIRA interacting protein Hip3,HIR3,CABIN1,short,no,
SPBC31F10.15c,atp15,F1-FO ATP synthase epsilon subunit (predicted),ATP15,ATP5PB,NA,no,
SPBC31F10.16,bch1,exomer complex ChAPs family (Chs5p-Arf1p-binding) protein Bch1,"CHS6,BCH2,BCH1,BUD7",TTC17,NA,no,
SPBC31F10.17c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPBC32C12.03c,ppk25,serine/threonine protein kinase Ppk25 (predicted),"KIN1,KIN2","PRKAA1,PRKAA2",NA,no,
SPBC32F12.02,rec14,Ski complex subunit Rec14,SKI8,WDR61,long,no,
SPBC32F12.03c,gpx1,glutathione peroxidase Gpx1,"GPX2,HYR1,GPX1",GPX7,NA,no,
SPBC32F12.05c,cwf12,Prp19 complex subunit Cwf12,ISY1,ISY1,short,no,
SPBC32F12.07c,,"membrane associated ubiquitin-protein ligase E3, MARCH family (predicted)",YMR187C,Mar-09,NA,no,
SPBC32F12.08c,duo1,DASH complex subunit Duo1,DUO1,,NA,no,
SPBC32F12.09,rum1,CDK inhibitor Rum1,,,NA,no,
SPBC32F12.11,tdh1,glyceraldehyde-3-phosphate dehydrogenase Tdh1,"TDH3,TDH1,TDH2","GAPDHS,GAPDH",short,no,
SPBC32F12.12c,,Golgi membrane protein involved in vesicle-mediated transport (predicted),TVP18,CACFD1,NA,no,
SPBC32H8.01c,,endocytic trafficking protein (predicted),VFA1,,NA,no,
SPBC32H8.02c,nep2,NEDD8 protease Nep2,ULP1,SENP8,NA,no,
SPBC32H8.03,bem46,"esterase/lipase, human ABHD13 ortholog (predicted)",YNL320W,ABHD13,NA,no,
SPBC32H8.05,,UPF0642 conserved fungal protein,YBL028C,,NA,no,
SPBC32H8.06,mug93,"TPR repeat protein, meiotically spliced",,,NA,no,
SPBC32H8.07,git5,heterotrimeric G protein beta (WD repeat) subunit Git5,,"GNB4,GNB1,GNB2,GNB3,GNB5",long,no,
SPBC32H8.08c,omh5,"alpha-1,2-mannosyltransferase Omh5 (predicted)","KTR7,KTR5",,NA,no,
SPBC32H8.11,mei4,meiotic forkhead transcription factor Mei4,HCM1,,NA,no,
SPBC32H8.13c,mok12,"prospore membrane alpha-1,3-glucan synthase Mok12",,,NA,no,
SPBC336.01,fbh1,"DNA helicase I, ubiquitin ligase F-box adaptor Fbh1",,FBH1,NA,no,
SPBC336.03,efc25,Ras1 guanyl-nucleotide exchange factor Efc25,CDC25,"RASGEF1A,RASGEF1B,RASGEF1C",NA,no,
SPBC336.05c,hen1,small RNA 2'-O-methyltransferase Hen1 (predicted),,HENMT1,NA,no,
SPBC336.10c,tif512,translation elongation and termination factor eIF5A (predicted),"HYP2,ANB1","EIF5A,EIF5A2",NA,no,
SPBC336.13c,mmp2,mitochondrial inner membrane peptidase complex catalytic subunit 2 (predicted),IMP2,IMMP2L,short,no,
SPBC336.14c,ppk26,PAN complex protein phosphotransferase subunit Ppk26 (predicted),PAN3,PAN3,NA,no,
SPBC337.03,rhn1,RNA polymerase II transcription termination factor homolog,RTT103,"RPRD1B,RPRD1A",long,no,
SPBC337.04,ppk27,calcium/calmodulin-dependent protein kinase Ppk27 (predicted),PRR1,,NA,no,
SPBC337.07c,ecm14,carboxypeptidase Ecm14 (predicted),ECM14,"CPA5,CPA4,CPA1,CPA2,CPA3",NA,no,
SPBC337.08c,ubi4,"protein modifier, ubiquitin",UBI4,"UBB,UBC",NA,no,
SPBC337.09,erg28,Erg28 protein (predicted),ERG28,ERG28,NA,no,
SPBC337.10c,dre2,CIA machinery anamorsin Dre2 (predicted),DRE2,CIAPIN1,NA,no,
SPBC337.11,,"mitochondrial inner membrane CH-OH group oxidoreductase family, reticulon interacting protein, implicated in mitochondrial organization or tethering",YIM1,RTN4IP1,NA,no,
SPBC337.13c,gtr1,Gtr1/RagA G protein Gtr1,GTR1,"RRAGA,RRAGB",short,no,
SPBC337.15c,coq7,ubiquinone biosynthesis protein Coq7,CAT5,COQ7,NA,no,
SPBC337.16,cho1,phosphatidyl-N-dimethylethanolamine N-methyltransferase,OPI3,PEMT,short,no,
SPBC342.01c,alg6,glucosyltransferase Alg6,ALG6,ALG6,short,no,
SPBC342.03,gas4,"spore wall 1,3-beta-glucanosyltransferase Gas4",GAS5,,NA,no,
SPBC342.05,crb2,DNA repair protein Rad9 homolog Crb2,RAD9,TP53BP1,NA,no,
SPBC342.06c,rtt109,RTT109 family histone lysine acetyltransferase,RTT109,,NA,no,
SPBC354.01,gtp1,cytoplasmic translation associated GTP binding protein Gtp1,RBG2,DRG2,NA,no,
SPBC354.03,swd3,WD repeat protein Swd3,SWD3,"WDR5,WDR5B",short,no,
SPBC354.04,,Schizosaccharomyces specific protein,,,NA,no,
SPBC354.05c,sre2,membrane-tethered transcription factor Sre2,,"SREBF1,SREBF2",NA,no,
SPBC354.07c,,sterol intermembrane transfer protein (predicted),"OSH7,OSH6,HES1,KES1","OSBPL9,OSBPL10,OSBPL11",NA,no,
SPBC354.08c,rsn1,Golgi to plasma membrane transport protein Rsn1 (predicted),RSN1,"TMEM63B,TMEM63C,TMEM63A",NA,no,
SPBC354.09c,tre1,Transferrin receptor-like protein Tre1 (predicted),"VPS70,TRE2,TRE1","TFR2,FOLH1B,NAALAD2,NAALADL1,FOLH1",NA,no,
SPBC354.10,def1,RNAPII degradation factor Def1 (predicted),DEF1,,short,no,
SPBC354.12,gpd3,glyceraldehyde 3-phosphate dehydrogenase Gpd3,"TDH3,TDH1,TDH2","GAPDHS,GAPDH",NA,no,
SPBC354.13,rga6,"RhoGAP, GTPase activating protein Rga6 (predicted)",,,NA,no,
SPBC354.14c,vac8,vacuolar protein Vac8 (predicted),VAC8,,NA,no,
SPBC359.01,,amino acid transmembrane transporter (predicted),"BAP2,TAT1,AGP1,BAP3,GNP1,CAN1,HIP1,GAP1,LYP1,ALP1,TAT2,PUT4,DIP5","SLC7A1,SLC7A2,SLC7A3,SLC7A4,SLC7A14",NA,no,
SPBC359.03c,aat1,plasma membrane amino acid transmembrane transporter Aat1,"BAP2,TAT1,AGP1,BAP3,GNP1,CAN1,HIP1,GAP1,LYP1,ALP1,TAT2,PUT4,DIP5","SLC7A1,SLC7A2,SLC7A3,SLC7A4,SLC7A14",NA,no,
SPBC359.04c,pfl7,"cell surface glycoprotein, flocculin Pfl7, DIPSY family",,,NA,no,
SPBC359.05,abc3,vacuolar heme ABC transmembrane exporter Abc3,"YCF1,YOR1,VMR1,BPT1,YBT1","ABCC1,ABCC2,ABCC3,ABCC6",NA,no,
SPBC359.06,mug14,"adducin, involved in actin cytoskeleton organization",,"ADD1,ADD2,ADD3",NA,no,
SPBC36.01c,,spermidine family transmembrane transporter (predicted),TPO1,,NA,no,
SPBC36.03c,mfs3,plasma membrane spermidine transmembrane transporter Mfs3,TPO1,,long,no,
SPBC36.04,cys11,cysteine synthase,MCY1,CBS,short,no,
SPBC36.06c,spo9,ER farnesyl pyrophosphate synthetase Erg20,ERG20,FDPS,NA,no,
SPBC36.07,elp1,elongator complex WD repeat protein Elp1,IKI3,ELP1,short,no,
